Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Geoquery near Coordinates,8683,541,800.0,1410.887496894096,0.9152079874183983,30869.900000019697,36535.453990556256,29.008659109613916,1.8074034985950855,800,1500,1800,2000,2400,3000,7500,29000,31000,31000,31000
,Aggregated,8683,541,800.0,1410.887496894096,0.9152079874183983,30869.900000019697,36535.453990556256,29.008659109613916,1.8074034985950855,800,1500,1800,2000,2400,3000,7500,29000,31000,31000,31000
