Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Geoquery near Coordinates,9563,0,840.0,1079.5094083750662,4.659833008190617,6285.512125003152,39023.80612778417,32.228570747936324,0.0,840,1600,1900,2100,2700,3200,3600,4300,5400,6300,6300
,Aggregated,9563,0,840.0,1079.5094083750662,4.659833008190617,6285.512125003152,39023.80612778417,32.228570747936324,0.0,840,1600,1900,2100,2700,3200,3600,4300,5400,6300,6300
